date,hour,region,avg_latency,max_latency,avg_loss,avg_bandwidth,avg_jitter,health_score,breach_count
2025-03-02,5,eu-west-1,22.99,22.99,0.1,733.0,0.34,93.3,0
2025-03-02,5,us-east-1,17.21,17.21,0.14,907.0,2.31,94.5,0
2025-03-02,5,us-west-2,14.73,14.73,0.11,849.2,2.65,95.4,0
2025-03-02,6,ap-southeast-1,38.02,38.02,0.12,1000.0,7.35,89.1,0
2025-03-02,6,eu-central-1,28.96,28.96,0.48,932.1,0.11,89.4,0
2025-03-02,6,eu-west-1,26.92,26.92,0.16,927.5,4.62,91.9,0
2025-03-02,6,us-east-1,16.38,16.38,0.22,847.0,1.11,94.3,0
2025-03-02,6,us-west-2,24.64,24.64,0.04,912.5,0.86,93.2,0
2025-03-02,7,ap-southeast-1,214.81,214.81,0.21,1000.0,2.31,58.7,1
2025-03-02,7,eu-central-1,22.46,22.46,0.25,695.6,3.63,92.5,0
2025-03-02,7,eu-west-1,32.26,32.26,2.02,852.3,1.12,79.3,0
2025-03-02,7,us-east-1,23.0,23.0,0.01,948.1,2.61,93.8,0
2025-03-02,7,us-west-2,17.64,17.64,0.2,917.2,2.21,94.1,0
2025-03-02,8,ap-southeast-1,43.37,43.37,0.01,1000.0,2.16,88.4,0
2025-03-02,8,eu-central-1,34.61,34.61,1.41,1000.0,2.12,82.3,0
2025-03-02,8,eu-west-1,32.27,32.27,0.02,743.0,2.7,91.3,0
2025-03-02,8,us-east-1,20.66,20.66,0.06,1000.0,0.33,94.1,0
2025-03-02,8,us-west-2,21.31,21.31,0.25,1000.0,2.32,92.8,0
2025-03-02,9,ap-southeast-1,51.9,51.9,0.12,1000.0,0.66,85.4,1
2025-03-02,9,eu-central-1,33.53,33.53,0.89,883.4,1.39,85.7,0
2025-03-02,9,eu-west-1,28.54,28.54,0.28,1000.0,1.59,90.7,0
2025-03-02,9,us-east-1,17.42,17.42,0.44,1000.0,5.49,92.7,0
2025-03-02,9,us-west-2,29.34,29.34,0.4,1000.0,0.32,89.8,0
2025-03-02,10,ap-southeast-1,64.08,64.08,0.57,998.4,0.12,79.5,1
2025-03-02,10,eu-central-1,32.31,32.31,0.02,1000.0,3.41,91.3,0
2025-03-02,10,eu-west-1,27.96,27.96,0.03,1000.0,0.55,92.4,0
2025-03-02,10,us-east-1,23.25,23.25,0.03,1000.0,1.75,93.6,0
2025-03-02,10,us-west-2,22.48,22.48,1.16,751.1,1.99,87.1,0
2025-03-02,11,ap-southeast-1,50.66,50.66,0.27,1000.0,7.26,84.9,1
2025-03-02,11,eu-central-1,37.16,37.16,0.02,868.3,8.44,90.0,0
2025-03-02,11,eu-west-1,27.21,27.21,0.06,1000.0,2.3,92.4,0
2025-03-02,11,us-east-1,16.91,16.91,0.3,900.4,1.49,93.7,0
2025-03-02,11,us-west-2,27.77,27.77,0.19,689.0,0.1,91.5,0
2025-03-02,12,ap-southeast-1,50.7,50.7,0.2,1000.0,0.94,85.3,1
2025-03-02,12,eu-central-1,26.37,26.37,0.71,1000.0,0.65,88.7,0
2025-03-02,12,eu-west-1,131.35,131.35,0.19,934.1,0.16,63.8,1
2025-03-02,12,us-east-1,21.35,21.35,0.09,938.8,2.2,93.7,0
2025-03-02,12,us-west-2,30.54,30.54,0.17,1000.0,1.74,90.8,0
2025-03-02,13,ap-southeast-1,38.59,38.59,0.11,1000.0,1.46,89.0,0
2025-03-02,13,eu-central-1,40.1,40.1,0.61,1000.0,0.39,85.7,0
2025-03-02,13,eu-west-1,26.04,26.04,0.24,609.4,1.33,91.6,0
2025-03-02,13,us-east-1,14.62,14.62,0.16,1000.0,2.45,95.1,0
2025-03-02,13,us-west-2,26.06,26.06,0.15,1000.0,2.99,92.1,0
2025-03-02,14,ap-southeast-1,49.52,49.52,0.12,1000.0,0.3,86.1,0
2025-03-02,14,eu-central-1,36.56,36.56,0.14,1000.0,6.1,89.4,0
2025-03-02,14,eu-west-1,28.95,28.95,0.1,1000.0,1.98,91.7,0
2025-03-02,14,us-east-1,16.58,16.58,0.11,1000.0,0.19,94.9,0
2025-03-02,14,us-west-2,28.67,28.67,0.58,1000.0,0.19,88.9,0
2025-03-02,15,ap-southeast-1,60.68,60.68,0.16,1000.0,4.53,82.9,1
2025-03-02,15,eu-central-1,31.86,31.86,0.32,1000.0,2.76,89.6,0
2025-03-02,15,eu-west-1,28.97,28.97,0.13,1000.0,1.43,91.5,0
2025-03-02,15,us-east-1,21.31,21.31,0.14,1000.0,2.87,93.4,0
2025-03-02,15,us-west-2,25.61,25.61,0.06,1000.0,6.98,92.8,0
2025-03-02,16,ap-southeast-1,49.81,49.81,0.6,1000.0,0.1,83.1,0
2025-03-02,16,eu-central-1,31.48,31.48,0.22,1000.0,1.44,90.3,0
2025-03-02,16,eu-west-1,26.59,26.59,0.03,841.3,3.45,92.7,0
2025-03-02,16,us-east-1,74.26,74.26,0.42,1000.0,0.69,77.7,1
2025-03-02,16,us-west-2,25.78,25.78,0.14,917.5,1.53,92.3,0
2025-03-02,17,ap-southeast-1,49.28,49.28,1.13,982.2,4.49,80.1,0
2025-03-02,17,eu-central-1,34.52,34.52,1.13,1000.0,2.13,84.0,0
2025-03-02,17,eu-west-1,22.83,22.83,0.12,952.4,4.4,93.2,0
2025-03-02,17,us-east-1,21.23,21.23,0.12,1000.0,3.13,93.6,0
2025-03-02,17,us-west-2,22.89,22.89,0.43,1000.0,6.97,91.3,0
2025-03-02,18,ap-southeast-1,60.33,60.33,0.19,898.9,0.38,82.8,1
2025-03-02,18,eu-central-1,39.55,39.55,0.99,1000.0,3.42,83.5,0
2025-03-02,18,eu-west-1,30.14,30.14,1.12,1000.0,3.69,85.2,0
2025-03-02,18,us-east-1,20.34,20.34,0.28,1000.0,4.32,92.9,0
2025-03-02,18,us-west-2,32.62,32.62,0.0,1000.0,0.28,91.3,0
2025-03-02,19,ap-southeast-1,230.46,230.46,0.15,880.1,5.44,59.1,1
2025-03-02,19,eu-central-1,28.43,28.43,1.24,873.1,3.71,85.0,0
2025-03-02,19,eu-west-1,24.77,24.77,0.87,813.3,0.1,88.2,0
2025-03-02,19,us-east-1,17.19,17.19,0.19,908.4,4.07,94.3,0
2025-03-02,19,us-west-2,24.45,24.45,0.1,766.4,7.48,92.9,0
2025-03-02,20,ap-southeast-1,53.72,53.72,0.56,1000.0,3.27,82.3,1
2025-03-02,20,eu-central-1,28.6,28.6,0.6,811.6,6.31,88.7,0
2025-03-02,20,eu-west-1,26.88,26.88,0.12,937.7,0.54,92.1,0
2025-03-02,20,us-east-1,14.01,14.01,0.33,857.7,2.01,94.3,0
2025-03-02,20,us-west-2,23.72,23.72,0.31,942.5,0.29,91.8,0
2025-03-02,21,ap-southeast-1,36.33,36.33,0.17,716.7,0.45,89.3,0
2025-03-02,21,eu-central-1,28.08,28.08,0.72,785.2,1.39,88.2,0
2025-03-02,21,eu-west-1,23.0,23.0,0.25,771.9,1.92,92.3,0
2025-03-02,21,us-east-1,16.06,16.06,0.83,612.9,1.84,90.7,0
2025-03-02,21,us-west-2,24.54,24.54,0.06,852.7,1.55,93.1,0
2025-03-02,22,ap-southeast-1,49.58,49.58,0.24,981.9,2.09,85.3,0
2025-03-02,22,eu-central-1,35.48,35.48,0.07,738.0,0.87,90.1,0
2025-03-02,22,eu-west-1,29.58,29.58,0.72,599.2,6.83,87.8,0
2025-03-02,22,us-east-1,16.76,16.76,0.4,737.3,0.39,93.2,0
2025-03-02,22,us-west-2,19.76,19.76,0.11,903.0,6.95,94.1,0
2025-03-02,23,ap-southeast-1,56.11,56.11,0.08,768.9,0.94,84.6,1
2025-03-02,23,eu-central-1,26.45,26.45,0.53,774.7,2.55,89.7,0
2025-03-02,23,eu-west-1,21.71,21.71,0.0,829.6,4.5,94.2,0
2025-03-02,23,us-east-1,20.85,20.85,0.07,832.7,3.73,94.0,0
2025-03-02,23,us-west-2,25.07,25.07,0.2,1000.0,0.66,92.1,0
2025-03-03,0,ap-southeast-1,51.8,51.8,0.41,793.1,0.49,83.7,1
2025-03-03,0,eu-central-1,27.88,27.88,0.37,807.9,1.34,90.3,0
2025-03-03,0,eu-west-1,31.42,31.42,0.5,818.1,4.62,88.6,0
2025-03-03,0,us-east-1,18.93,18.93,0.01,704.8,0.79,94.9,0
2025-03-03,0,us-west-2,27.13,27.13,0.16,889.3,0.1,91.8,0
2025-03-03,1,ap-southeast-1,32.4,32.4,0.23,959.8,4.9,90.0,0
2025-03-03,1,eu-central-1,34.15,34.15,0.99,791.5,2.26,85.0,0
2025-03-03,1,eu-west-1,18.45,18.45,0.89,802.0,0.9,89.7,0
2025-03-03,1,us-east-1,13.24,13.24,0.09,922.0,1.72,95.9,0
2025-03-03,1,us-west-2,17.44,17.44,0.03,941.7,3.94,95.1,0
2025-03-03,2,ap-southeast-1,40.69,40.69,0.5,819.4,1.29,86.2,0
2025-03-03,2,eu-central-1,28.62,28.62,0.25,771.0,1.36,90.8,0
2025-03-03,2,eu-west-1,26.63,26.63,0.03,836.2,1.4,92.7,0
2025-03-03,2,us-east-1,91.28,91.28,0.27,1000.0,0.84,74.0,1
2025-03-03,2,us-west-2,23.79,23.79,0.84,698.4,2.27,88.6,0
2025-03-03,3,ap-southeast-1,43.37,43.37,0.46,879.8,1.27,85.7,0
2025-03-03,3,eu-central-1,32.78,32.78,0.03,1000.0,0.42,91.1,0
2025-03-03,3,eu-west-1,26.78,26.78,0.05,881.7,1.59,92.5,0
2025-03-03,3,us-east-1,16.96,16.96,0.02,996.3,0.36,95.4,0
2025-03-03,3,us-west-2,22.21,22.21,0.01,938.0,1.8,94.0,0
2025-03-03,4,ap-southeast-1,51.82,51.82,0.07,877.5,0.47,85.7,1
2025-03-03,4,eu-central-1,24.17,24.17,0.27,726.4,1.58,91.9,0
2025-03-03,4,eu-west-1,22.02,22.02,0.97,832.0,0.43,88.3,0
2025-03-03,4,us-east-1,16.17,16.17,0.21,824.4,2.48,94.5,0
2025-03-03,4,us-west-2,20.29,20.29,0.42,1000.0,0.1,92.1,0
2025-03-03,5,ap-southeast-1,36.01,36.01,0.38,769.1,1.21,88.1,0
2025-03-03,5,eu-central-1,27.14,27.14,0.35,867.6,2.94,90.7,0
2025-03-03,5,eu-west-1,26.59,26.59,0.23,698.3,0.1,91.5,0
2025-03-03,5,us-east-1,19.65,19.65,0.27,1000.0,0.14,93.1,0
2025-03-03,5,us-west-2,18.39,18.39,0.02,739.2,2.65,95.0,0
2025-03-03,6,ap-southeast-1,38.12,38.12,0.48,957.4,5.13,86.9,0
2025-03-03,6,eu-central-1,34.23,34.23,0.08,921.1,4.01,90.4,0
2025-03-03,6,eu-west-1,29.8,29.8,0.0,908.3,7.34,92.0,0
2025-03-03,6,us-east-1,20.78,20.78,0.72,867.8,3.45,90.2,0
2025-03-03,6,us-west-2,25.47,25.47,0.19,811.2,0.47,92.1,0
2025-03-03,7,ap-southeast-1,34.17,34.17,0.13,842.6,1.13,90.1,0
2025-03-03,7,eu-central-1,25.16,25.16,0.15,925.6,1.7,92.4,0
2025-03-03,7,eu-west-1,17.21,17.21,0.09,616.1,0.69,94.9,0
2025-03-03,7,us-east-1,20.51,20.51,0.44,809.5,0.96,91.9,0
2025-03-03,7,us-west-2,22.69,22.69,0.06,932.3,6.69,93.6,0
2025-03-03,8,ap-southeast-1,45.34,45.34,0.06,888.4,7.57,87.5,0
2025-03-03,8,eu-central-1,31.47,31.47,0.3,1000.0,0.45,89.8,0
2025-03-03,8,eu-west-1,30.92,30.92,0.2,785.1,0.69,90.6,0
2025-03-03,8,us-east-1,18.09,18.09,0.04,1000.0,0.1,95.0,0
2025-03-03,8,us-west-2,24.51,24.51,0.05,1000.0,2.89,93.2,0
2025-03-03,9,ap-southeast-1,42.03,42.03,0.0,965.8,7.31,88.8,0
2025-03-03,9,eu-central-1,33.44,33.44,0.16,1000.0,1.34,90.2,0
2025-03-03,9,eu-west-1,18.0,18.0,0.39,1000.0,0.22,92.9,0
2025-03-03,9,us-east-1,19.74,19.74,0.03,1000.0,1.79,94.6,0
2025-03-03,9,us-west-2,27.36,27.36,0.04,892.9,3.07,92.4,0
2025-03-03,10,ap-southeast-1,64.15,64.15,0.2,618.8,0.39,81.7,1
2025-03-03,10,eu-central-1,27.42,27.42,0.16,1000.0,3.86,91.8,0
2025-03-03,10,eu-west-1,24.59,24.59,0.44,1000.0,6.6,90.8,0
2025-03-03,10,us-east-1,21.73,21.73,0.43,1000.0,0.12,91.6,0
2025-03-03,10,us-west-2,24.82,24.82,0.2,1000.0,0.66,92.2,0
2025-03-03,11,ap-southeast-1,46.72,46.72,0.14,1000.0,0.49,86.7,0
2025-03-03,11,eu-central-1,30.2,30.2,0.05,1000.0,1.33,91.7,0
2025-03-03,11,eu-west-1,35.78,35.78,1.78,1000.0,2.17,79.8,0
2025-03-03,11,us-east-1,23.73,23.73,0.23,1000.0,0.81,92.3,0
2025-03-03,11,us-west-2,22.63,22.63,0.24,1000.0,5.32,92.5,0
2025-03-03,12,ap-southeast-1,57.11,57.11,0.27,1000.0,4.96,83.2,1
2025-03-03,12,eu-central-1,32.74,32.74,0.93,1000.0,2.98,85.7,0
2025-03-03,12,eu-west-1,26.24,26.24,0.11,887.3,2.75,92.3,0
2025-03-03,12,us-east-1,19.21,19.21,0.38,1000.0,3.07,92.6,0
2025-03-03,12,us-west-2,25.79,25.79,0.05,953.9,1.93,92.8,0
2025-03-03,13,ap-southeast-1,51.89,51.89,0.07,941.6,1.25,85.7,1
2025-03-03,13,eu-central-1,32.43,32.43,0.46,861.3,1.77,88.6,0
2025-03-03,13,eu-west-1,23.69,23.69,0.26,994.6,6.06,92.2,0
2025-03-03,13,us-east-1,20.12,20.12,0.19,1000.0,0.16,93.5,0
2025-03-03,13,us-west-2,25.19,25.19,1.28,1000.0,4.86,85.6,0
2025-03-03,14,ap-southeast-1,51.78,51.78,0.65,1000.0,0.1,82.3,1
2025-03-03,14,eu-central-1,38.38,38.38,0.0,1000.0,0.69,89.8,0
2025-03-03,14,eu-west-1,27.9,27.9,0.25,1000.0,1.06,91.1,0
2025-03-03,14,us-east-1,17.26,17.26,0.09,1000.0,4.57,94.8,0
2025-03-03,14,us-west-2,18.57,18.57,0.1,1000.0,0.79,94.5,0
2025-03-03,15,ap-southeast-1,47.16,47.16,0.1,1000.0,0.8,86.8,0
2025-03-03,15,eu-central-1,39.65,39.65,0.48,926.1,3.98,86.6,0
2025-03-03,15,eu-west-1,37.67,37.67,0.17,856.0,2.43,88.9,0
2025-03-03,15,us-east-1,16.99,16.99,0.56,1000.0,0.1,92.1,0
2025-03-03,15,us-west-2,22.91,22.91,0.9,1000.0,3.52,88.5,0
2025-03-03,16,ap-southeast-1,57.73,57.73,0.08,987.7,2.28,84.1,1
2025-03-03,16,eu-central-1,28.07,28.07,0.44,1000.0,0.22,89.9,0
2025-03-03,16,eu-west-1,20.85,20.85,0.06,989.7,0.1,94.1,0
2025-03-03,16,us-east-1,23.22,23.22,0.53,1000.0,0.71,90.6,0
2025-03-03,16,us-west-2,20.5,20.5,0.46,921.9,2.14,91.8,0
2025-03-03,17,ap-southeast-1,52.95,52.95,1.12,1000.0,4.01,79.2,1
2025-03-03,17,eu-central-1,32.74,32.74,0.0,1000.0,1.86,91.3,0
