timestamp,region,latency_ms,packet_loss_pct,bandwidth_mbps,jitter_ms,hour,day_of_week,date,is_business_hours,latency_breach,loss_breach,health_score
2025-03-02 03:00:00,us-east-1,19.01,0.737,848.9,2.56,3,Sunday,2025-03-02,0,0,0,90.5
2025-03-02 04:00:00,us-east-1,16.38,0.163,980.3,9.66,4,Sunday,2025-03-02,0,0,0,94.7
2025-03-02 05:00:00,us-east-1,17.21,0.145,907.0,2.31,5,Sunday,2025-03-02,0,0,0,94.5
2025-03-02 06:00:00,us-east-1,16.38,0.22,847.0,1.11,6,Sunday,2025-03-02,0,0,0,94.3
2025-03-02 07:00:00,us-east-1,23.0,0.014,948.1,2.61,7,Sunday,2025-03-02,0,0,0,93.8
2025-03-02 08:00:00,us-east-1,20.66,0.06,1000.0,0.33,8,Sunday,2025-03-02,1,0,0,94.1
2025-03-02 09:00:00,us-east-1,17.42,0.442,1000.0,5.49,9,Sunday,2025-03-02,1,0,0,92.7
2025-03-02 10:00:00,us-east-1,23.25,0.029,1000.0,1.75,10,Sunday,2025-03-02,1,0,0,93.6
2025-03-02 11:00:00,us-east-1,16.91,0.305,900.4,1.49,11,Sunday,2025-03-02,1,0,0,93.7
2025-03-02 12:00:00,us-east-1,21.35,0.093,938.8,2.2,12,Sunday,2025-03-02,1,0,0,93.7
2025-03-02 13:00:00,us-east-1,14.62,0.163,1000.0,2.45,13,Sunday,2025-03-02,1,0,0,95.1
2025-03-02 14:00:00,us-east-1,16.58,0.112,1000.0,0.19,14,Sunday,2025-03-02,1,0,0,94.9
2025-03-02 15:00:00,us-east-1,21.31,0.145,1000.0,2.87,15,Sunday,2025-03-02,1,0,0,93.4
2025-03-02 16:00:00,us-east-1,74.26,0.419,1000.0,0.69,16,Sunday,2025-03-02,1,1,0,77.7
2025-03-02 17:00:00,us-east-1,21.23,0.116,1000.0,3.13,17,Sunday,2025-03-02,1,0,0,93.6
2025-03-02 18:00:00,us-east-1,20.34,0.276,1000.0,4.32,18,Sunday,2025-03-02,1,0,0,92.9
2025-03-02 19:00:00,us-east-1,17.19,0.194,908.4,4.07,19,Sunday,2025-03-02,0,0,0,94.3
2025-03-02 20:00:00,us-east-1,14.01,0.327,857.7,2.01,20,Sunday,2025-03-02,0,0,0,94.3
2025-03-02 21:00:00,us-east-1,16.06,0.829,612.9,1.84,21,Sunday,2025-03-02,0,0,0,90.7
2025-03-02 22:00:00,us-east-1,16.76,0.396,737.3,0.39,22,Sunday,2025-03-02,0,0,0,93.2
2025-03-02 23:00:00,us-east-1,20.85,0.073,832.7,3.73,23,Sunday,2025-03-02,0,0,0,94.0
2025-03-03 00:00:00,us-east-1,18.93,0.01,704.8,0.79,0,Monday,2025-03-03,0,0,0,94.9
2025-03-03 01:00:00,us-east-1,13.24,0.091,922.0,1.72,1,Monday,2025-03-03,0,0,0,95.9
2025-03-03 02:00:00,us-east-1,91.2827999999999,0.271,1000.0,0.84,2,Monday,2025-03-03,0,1,0,74.0
2025-03-03 03:00:00,us-east-1,16.96,0.016,996.3,0.36,3,Monday,2025-03-03,0,0,0,95.4
2025-03-03 04:00:00,us-east-1,16.17,0.206,824.4,2.48,4,Monday,2025-03-03,0,0,0,94.5
2025-03-03 05:00:00,us-east-1,19.65,0.273,1000.0,0.14,5,Monday,2025-03-03,0,0,0,93.1
2025-03-03 06:00:00,us-east-1,20.78,0.718,867.8,3.45,6,Monday,2025-03-03,0,0,0,90.2
2025-03-03 07:00:00,us-east-1,20.51,0.442,809.5,0.96,7,Monday,2025-03-03,0,0,0,91.9
2025-03-03 08:00:00,us-east-1,18.09,0.037,1000.0,0.1,8,Monday,2025-03-03,1,0,0,95.0
2025-03-03 09:00:00,us-east-1,19.74,0.026,1000.0,1.79,9,Monday,2025-03-03,1,0,0,94.6
2025-03-03 10:00:00,us-east-1,21.73,0.43,1000.0,0.12,10,Monday,2025-03-03,1,0,0,91.6
2025-03-03 11:00:00,us-east-1,23.73,0.226,1000.0,0.81,11,Monday,2025-03-03,1,0,0,92.3
2025-03-03 12:00:00,us-east-1,19.21,0.385,1000.0,3.07,12,Monday,2025-03-03,1,0,0,92.6
2025-03-03 13:00:00,us-east-1,20.12,0.188,1000.0,0.16,13,Monday,2025-03-03,1,0,0,93.5
2025-03-03 14:00:00,us-east-1,17.26,0.093,1000.0,4.57,14,Monday,2025-03-03,1,0,0,94.8
2025-03-03 15:00:00,us-east-1,16.99,0.564,1000.0,0.1,15,Monday,2025-03-03,1,0,0,92.1
2025-03-03 16:00:00,us-east-1,23.22,0.53,1000.0,0.71,16,Monday,2025-03-03,1,0,0,90.6
2025-03-03 17:00:00,us-east-1,24.91,0.392,873.4,3.38,17,Monday,2025-03-03,1,0,0,91.0
2025-03-03 18:00:00,us-east-1,20.48,0.105,706.6,0.95,18,Monday,2025-03-03,1,0,0,93.9
2025-03-03 19:00:00,us-east-1,20.71,0.268,962.1,0.27,19,Monday,2025-03-03,0,0,0,92.9
2025-03-03 20:00:00,us-east-1,18.98,0.134,686.0,1.12,20,Monday,2025-03-03,0,0,0,94.1
2025-03-03 21:00:00,us-east-1,16.26,0.029,823.0,0.79,21,Monday,2025-03-03,0,0,0,95.5
2025-03-03 22:00:00,us-east-1,18.98,0.748,709.6,4.62,22,Monday,2025-03-03,0,0,0,90.5
2025-03-03 23:00:00,us-east-1,22.15,0.044,633.8,0.94,23,Monday,2025-03-03,0,0,0,93.8
2025-03-04 00:00:00,us-east-1,17.9,0.9,915.0,3.89,0,Tuesday,2025-03-04,0,0,0,89.8
2025-03-04 01:00:00,us-east-1,22.22,0.177,941.1,5.56,1,Tuesday,2025-03-04,0,0,0,93.0
2025-03-04 02:00:00,us-east-1,12.4976,0.061,780.8,1.42,2,Tuesday,2025-03-04,0,0,0,96.3
2025-03-04 03:00:00,us-east-1,20.22,0.234,539.1,6.02,3,Tuesday,2025-03-04,0,0,0,93.2
2025-03-04 04:00:00,us-east-1,18.24,0.619,784.5,1.18,4,Tuesday,2025-03-04,0,0,0,91.4
2025-03-04 05:00:00,us-east-1,17.19,0.395,897.0,8.32,5,Tuesday,2025-03-04,0,0,0,93.0
2025-03-04 06:00:00,us-east-1,18.25,0.493,672.5,0.23,6,Tuesday,2025-03-04,0,0,0,92.2
2025-03-04 07:00:00,us-east-1,12.63,0.323,872.0,2.9,7,Tuesday,2025-03-04,0,0,0,94.7
2025-03-04 08:00:00,us-east-1,20.02,0.389,1000.0,1.7,8,Tuesday,2025-03-04,1,0,0,92.3
2025-03-04 09:00:00,us-east-1,21.81,0.624,1000.0,1.23,9,Tuesday,2025-03-04,1,0,0,90.4
2025-03-04 10:00:00,us-east-1,25.29,0.095,1000.0,2.5,10,Tuesday,2025-03-04,1,0,0,92.7
2025-03-04 11:00:00,us-east-1,19.09,0.222,953.2,3.04,11,Tuesday,2025-03-04,1,0,0,93.6
2025-03-04 12:00:00,us-east-1,18.19,0.083,1000.0,0.1,12,Tuesday,2025-03-04,1,0,0,94.7
2025-03-04 13:00:00,us-east-1,19.14,1.451,1000.0,0.46,13,Tuesday,2025-03-04,1,0,1,86.2
2025-03-04 14:00:00,us-east-1,23.54,0.952,1000.0,3.12,14,Tuesday,2025-03-04,1,0,0,88.0
2025-03-04 15:00:00,us-east-1,21.72,0.013,959.4,2.74,15,Tuesday,2025-03-04,1,0,0,94.1
2025-03-04 16:00:00,us-east-1,19.06,0.404,1000.0,8.46,16,Tuesday,2025-03-04,1,0,0,92.5
2025-03-04 17:00:00,us-east-1,22.29,0.856,967.0,3.58,17,Tuesday,2025-03-04,1,0,0,88.9
2025-03-04 18:00:00,us-east-1,21.0,0.066,1000.0,7.53,18,Tuesday,2025-03-04,1,0,0,94.0
2025-03-04 19:00:00,us-east-1,20.62,0.252,1000.0,3.03,19,Tuesday,2025-03-04,0,0,0,93.0
2025-03-04 20:00:00,us-east-1,16.1,0.741,685.4,0.88,20,Tuesday,2025-03-04,0,0,0,91.3
2025-03-04 21:00:00,us-east-1,17.12,0.01,656.4,0.28,21,Tuesday,2025-03-04,0,0,0,95.4
2025-03-04 22:00:00,us-east-1,16.94,0.359,1000.0,3.81,22,Tuesday,2025-03-04,0,0,0,93.3
2025-03-04 23:00:00,us-east-1,14.05,0.106,824.9,2.58,23,Tuesday,2025-03-04,0,0,0,95.6
2025-03-05 00:00:00,us-east-1,18.8,0.775,769.7,0.12,0,Wednesday,2025-03-05,0,0,0,90.3
2025-03-05 01:00:00,us-east-1,18.7,1.063,974.8,1.12,1,Wednesday,2025-03-05,0,0,1,88.6
2025-03-05 02:00:00,us-east-1,18.01,0.866,777.3,7.85,2,Wednesday,2025-03-05,0,0,0,90.0
2025-03-05 03:00:00,us-east-1,17.37,0.193,1000.0,1.73,3,Wednesday,2025-03-05,0,0,0,94.2
2025-03-05 04:00:00,us-east-1,14.18,0.594,931.4,1.42,4,Wednesday,2025-03-05,0,0,0,92.7
2025-03-05 05:00:00,us-east-1,16.86,0.558,791.5,1.53,5,Wednesday,2025-03-05,0,0,0,92.2
2025-03-05 06:00:00,us-east-1,17.07,0.115,1000.0,0.59,6,Wednesday,2025-03-05,0,0,0,94.8
2025-03-05 07:00:00,us-east-1,15.83,0.53,777.3,1.15,7,Wednesday,2025-03-05,0,0,0,92.6
2025-03-05 08:00:00,us-east-1,20.2,0.012,1000.0,1.15,8,Wednesday,2025-03-05,1,0,0,94.5
2025-03-05 09:00:00,us-east-1,21.95,0.299,1000.0,0.13,9,Wednesday,2025-03-05,1,0,0,92.4
2025-03-05 10:00:00,us-east-1,26.56,0.086,1000.0,3.65,10,Wednesday,2025-03-05,1,0,0,92.4
2025-03-05 11:00:00,us-east-1,21.24,0.042,1000.0,1.35,11,Wednesday,2025-03-05,1,0,0,94.1
2025-03-05 12:00:00,us-east-1,21.5,0.026,1000.0,4.32,12,Wednesday,2025-03-05,1,0,0,94.1
2025-03-05 13:00:00,us-east-1,20.47,0.393,987.5,4.75,13,Wednesday,2025-03-05,1,0,0,92.2
2025-03-05 14:00:00,us-east-1,14.74,0.137,1000.0,0.6,14,Wednesday,2025-03-05,1,0,0,95.2
2025-03-05 15:00:00,us-east-1,20.62,0.426,999.3,2.68,15,Wednesday,2025-03-05,1,0,0,91.9
2025-03-05 16:00:00,us-east-1,20.89,0.022,1000.0,1.6,16,Wednesday,2025-03-05,1,0,0,94.3
2025-03-05 17:00:00,us-east-1,28.35,0.69,1000.0,5.3,17,Wednesday,2025-03-05,1,0,0,88.3
2025-03-05 18:00:00,us-east-1,20.1,0.256,1000.0,0.61,18,Wednesday,2025-03-05,1,0,0,93.1
2025-03-05 19:00:00,us-east-1,18.81,0.469,872.2,2.83,19,Wednesday,2025-03-05,0,0,0,92.2
2025-03-05 20:00:00,us-east-1,84.11,0.115,688.3,2.34,20,Wednesday,2025-03-05,0,1,0,76.9
2025-03-05 21:00:00,us-east-1,14.84,0.295,733.4,0.87,21,Wednesday,2025-03-05,0,0,0,94.3
2025-03-05 22:00:00,us-east-1,21.09,0.651,994.0,0.37,22,Wednesday,2025-03-05,0,0,0,90.5
2025-03-05 23:00:00,us-east-1,20.03,0.287,771.2,2.64,23,Wednesday,2025-03-05,0,0,0,92.9
2025-03-06 00:00:00,us-east-1,20.14,0.08,724.4,3.35,0,Thursday,2025-03-06,0,0,0,94.1
2025-03-06 01:00:00,us-east-1,15.54,0.007,914.4,0.95,1,Thursday,2025-03-06,0,0,0,95.8
2025-03-06 02:00:00,us-east-1,21.79,0.612,992.3,2.59,2,Thursday,2025-03-06,0,0,0,90.5
2025-03-06 03:00:00,us-east-1,14.22,0.006,936.3,1.26,3,Thursday,2025-03-06,0,0,0,96.2
2025-03-06 04:00:00,us-east-1,19.58,0.623,969.5,3.12,4,Thursday,2025-03-06,0,0,0,91.0
2025-03-06 05:00:00,us-east-1,23.91,0.226,759.2,0.56,5,Thursday,2025-03-06,0,0,0,92.3
2025-03-06 06:00:00,us-east-1,15.33,0.839,679.4,5.52,6,Thursday,2025-03-06,0,0,0,90.9
2025-03-06 07:00:00,us-east-1,16.47,0.481,1000.0,0.85,7,Thursday,2025-03-06,0,0,0,92.7
2025-03-06 08:00:00,us-east-1,21.01,2.04,1000.0,1.15,8,Thursday,2025-03-06,1,0,1,82.2
2025-03-06 09:00:00,us-east-1,19.14,0.143,1000.0,0.15,9,Thursday,2025-03-06,1,0,0,94.0
2025-03-06 10:00:00,us-east-1,15.89,0.481,1000.0,0.3,10,Thursday,2025-03-06,1,0,0,92.9
2025-03-06 11:00:00,us-east-1,20.91,0.17,1000.0,1.81,11,Thursday,2025-03-06,1,0,0,93.4
2025-03-06 12:00:00,us-east-1,17.4,0.216,1000.0,0.78,12,Thursday,2025-03-06,1,0,0,94.1
2025-03-06 13:00:00,us-east-1,22.17,0.326,1000.0,4.51,13,Thursday,2025-03-06,1,0,0,92.1
2025-03-06 14:00:00,us-east-1,17.85,0.683,1000.0,0.1,14,Thursday,2025-03-06,1,0,0,91.1
2025-03-06 15:00:00,us-east-1,25.51,1.366,1000.0,1.19,15,Thursday,2025-03-06,1,0,1,85.0
2025-03-06 16:00:00,us-east-1,18.27,0.483,1000.0,1.03,16,Thursday,2025-03-06,1,0,0,92.2
2025-03-06 17:00:00,us-east-1,19.7,0.178,1000.0,0.1,17,Thursday,2025-03-06,1,0,0,93.7
2025-03-06 18:00:00,us-east-1,23.23,0.181,1000.0,0.33,18,Thursday,2025-03-06,1,0,0,92.7
2025-03-06 19:00:00,us-east-1,14.68,0.401,910.9,1.33,19,Thursday,2025-03-06,0,0,0,93.7
2025-03-06 20:00:00,us-east-1,18.61,0.082,914.6,1.7,20,Thursday,2025-03-06,0,0,0,94.5
2025-03-06 21:00:00,us-east-1,21.53,0.035,978.7,1.3,21,Thursday,2025-03-06,0,0,0,94.0
2025-03-06 22:00:00,us-east-1,13.66,0.131,806.2,1.89,22,Thursday,2025-03-06,0,0,0,95.6
2025-03-06 23:00:00,us-east-1,18.5,0.102,749.3,2.26,23,Thursday,2025-03-06,0,0,0,94.5
2025-03-07 00:00:00,us-east-1,18.7,0.105,724.6,0.1,0,Friday,2025-03-07,0,0,0,94.4
2025-03-07 01:00:00,us-east-1,20.11,0.08,614.0,1.56,1,Friday,2025-03-07,0,0,0,94.2
2025-03-07 02:00:00,us-east-1,14.66,0.013,1000.0,8.28,2,Friday,2025-03-07,0,0,0,96.0
2025-03-07 03:00:00,us-east-1,14.43,0.005,717.6,1.83,3,Friday,2025-03-07,0,0,0,96.1
2025-03-07 04:00:00,us-east-1,19.41,1.32,823.4,2.83,4,Friday,2025-03-07,0,0,1,86.9
2025-03-07 05:00:00,us-east-1,18.8,0.167,816.8,0.93,5,Friday,2025-03-07,0,0,0,94.0
2025-03-07 06:00:00,us-east-1,18.68,0.146,886.9,3.72,6,Friday,2025-03-07,0,0,0,94.1
2025-03-07 07:00:00,us-east-1,18.94,0.341,947.9,3.71,7,Friday,2025-03-07,0,0,0,92.9
2025-03-07 08:00:00,us-east-1,73.15,0.081,1000.0,1.84,8,Friday,2025-03-07,1,1,0,80.0
2025-03-07 09:00:00,us-east-1,21.42,0.988,1000.0,9.33,9,Friday,2025-03-07,1,0,0,88.4
2025-03-07 10:00:00,us-east-1,21.61,0.509,1000.0,0.34,10,Friday,2025-03-07,1,0,0,91.2
2025-03-07 11:00:00,us-east-1,18.48,0.031,1000.0,0.1,11,Friday,2025-03-07,1,0,0,94.9
2025-03-07 12:00:00,us-east-1,26.49,0.178,1000.0,3.68,12,Friday,2025-03-07,1,0,0,91.9
2025-03-07 13:00:00,us-east-1,22.17,0.697,1000.0,4.11,13,Friday,2025-03-07,1,0,0,89.9
2025-03-07 14:00:00,us-east-1,17.0,0.956,1000.0,0.32,14,Friday,2025-03-07,1,0,0,89.7
2025-03-07 15:00:00,us-east-1,22.74,0.208,1000.0,0.77,15,Friday,2025-03-07,1,0,0,92.7
2025-03-07 16:00:00,us-east-1,17.67,0.314,1000.0,0.1,16,Friday,2025-03-07,1,0,0,93.4
2025-03-07 17:00:00,us-east-1,23.14,0.06,1000.0,0.87,17,Friday,2025-03-07,1,0,0,93.5
2025-03-07 18:00:00,us-east-1,91.2827999999999,1.561,1000.0,3.71,18,Friday,2025-03-07,1,1,1,66.3
2025-03-07 19:00:00,us-east-1,15.78,0.079,694.4,1.82,19,Friday,2025-03-07,0,0,0,95.3
2025-03-07 20:00:00,us-east-1,20.6,0.858,898.0,1.07,20,Friday,2025-03-07,0,0,0,89.4
2025-03-07 21:00:00,us-east-1,19.11,0.315,771.8,1.16,21,Friday,2025-03-07,0,0,0,93.0
2025-03-07 22:00:00,us-east-1,20.22,0.281,786.6,0.1,22,Friday,2025-03-07,0,0,0,92.9
2025-03-07 23:00:00,us-east-1,23.12,0.216,920.4,0.89,23,Friday,2025-03-07,0,0,0,92.5
2025-03-08 00:00:00,us-east-1,91.2827999999999,0.079,998.6,2.6,0,Saturday,2025-03-08,0,1,0,75.2
2025-03-08 01:00:00,us-east-1,15.96,0.058,852.6,9.14,1,Saturday,2025-03-08,0,0,0,95.4
2025-03-08 02:00:00,us-east-1,15.6,0.075,887.1,4.69,2,Saturday,2025-03-08,0,0,0,95.4
2025-03-08 03:00:00,us-east-1,15.8,0.062,1000.0,0.1,3,Saturday,2025-03-08,0,0,0,95.4
2025-03-08 04:00:00,us-east-1,61.7,0.454,878.9,5.72,4,Saturday,2025-03-08,0,1,0,80.8
2025-03-08 05:00:00,us-east-1,18.92,0.129,1000.0,3.82,5,Saturday,2025-03-08,0,0,0,94.2
2025-03-08 06:00:00,us-east-1,18.75,0.018,917.9,3.79,6,Saturday,2025-03-08,0,0,0,94.9
2025-03-08 07:00:00,us-east-1,20.23,1.043,638.7,1.53,7,Saturday,2025-03-08,0,0,1,88.3
2025-03-08 08:00:00,us-east-1,20.74,0.71,1000.0,1.27,8,Saturday,2025-03-08,1,0,0,90.2
2025-03-08 09:00:00,us-east-1,25.21,0.867,1000.0,0.9,9,Saturday,2025-03-08,1,0,0,88.1
2025-03-08 10:00:00,us-east-1,19.88,1.742,1000.0,0.17,10,Saturday,2025-03-08,1,0,1,84.2
2025-03-08 11:00:00,us-east-1,29.15,0.063,1000.0,0.65,11,Saturday,2025-03-08,1,0,0,91.8
2025-03-08 12:00:00,us-east-1,22.64,0.167,1000.0,0.71,12,Saturday,2025-03-08,1,0,0,93.0
2025-03-08 13:00:00,us-east-1,18.04,0.469,914.0,1.65,13,Saturday,2025-03-08,1,0,0,92.4
2025-03-08 14:00:00,us-east-1,17.37,0.393,1000.0,3.44,14,Saturday,2025-03-08,1,0,0,93.0
2025-03-08 15:00:00,us-east-1,22.2,0.055,972.3,1.61,15,Saturday,2025-03-08,1,0,0,93.8
2025-03-08 16:00:00,us-east-1,20.01,0.558,1000.0,0.15,16,Saturday,2025-03-08,1,0,0,91.3
2025-03-08 17:00:00,us-east-1,22.92,0.084,1000.0,7.91,17,Saturday,2025-03-08,1,0,0,93.4
2025-03-08 18:00:00,us-east-1,22.17,0.084,1000.0,7.15,18,Saturday,2025-03-08,1,0,0,93.6
2025-03-08 19:00:00,us-east-1,17.8,0.231,897.4,3.84,19,Saturday,2025-03-08,0,0,0,93.9
2025-03-08 20:00:00,us-east-1,15.71,0.27,706.5,11.87,20,Saturday,2025-03-08,0,0,0,94.2
2025-03-08 21:00:00,us-east-1,13.91,0.26,903.4,1.97,21,Saturday,2025-03-08,0,0,0,94.7
2025-03-08 22:00:00,us-east-1,16.79,0.029,993.6,8.23,22,Saturday,2025-03-08,0,0,0,95.3
2025-03-08 23:00:00,us-east-1,20.31,0.63,776.8,0.2,23,Saturday,2025-03-08,0,0,0,90.8
2025-03-09 00:00:00,us-east-1,18.58,0.093,833.9,1.14,0,Sunday,2025-03-09,0,0,0,94.5
2025-03-09 01:00:00,us-east-1,14.64,0.042,851.8,0.64,1,Sunday,2025-03-09,0,0,0,95.8
2025-03-09 02:00:00,us-east-1,18.47,0.659,755.8,0.54,2,Sunday,2025-03-09,0,0,0,91.1
2025-03-09 03:00:00,us-east-1,19.04,0.935,927.8,0.38,3,Sunday,2025-03-09,0,0,0,89.3
2025-03-09 04:00:00,us-east-1,15.61,0.594,835.5,2.43,4,Sunday,2025-03-09,0,0,0,92.3
2025-03-09 05:00:00,us-east-1,18.42,0.497,900.3,3.8,5,Sunday,2025-03-09,0,0,0,92.1
2025-03-09 06:00:00,us-east-1,18.16,0.319,743.5,2.16,6,Sunday,2025-03-09,0,0,0,93.2
2025-03-09 07:00:00,us-east-1,14.91,0.24,797.5,0.4,7,Sunday,2025-03-09,0,0,0,94.6
2025-03-09 08:00:00,us-east-1,21.81,0.03,1000.0,4.17,8,Sunday,2025-03-09,1,0,0,94.0
2025-03-09 09:00:00,us-east-1,22.44,0.173,1000.0,2.53,9,Sunday,2025-03-09,1,0,0,93.0
2025-03-09 10:00:00,us-east-1,24.06,0.154,1000.0,1.23,10,Sunday,2025-03-09,1,0,0,92.7
2025-03-09 11:00:00,us-east-1,23.97,0.099,1000.0,2.8,11,Sunday,2025-03-09,1,0,0,93.0
2025-03-09 12:00:00,us-east-1,16.42,0.424,1000.0,0.75,12,Sunday,2025-03-09,1,0,0,93.1
2025-03-09 13:00:00,us-east-1,17.79,0.226,1000.0,1.06,13,Sunday,2025-03-09,1,0,0,93.9
2025-03-09 14:00:00,us-east-1,22.3,0.028,883.7,6.24,14,Sunday,2025-03-09,1,0,0,93.9
2025-03-09 15:00:00,us-east-1,22.3,0.082,830.3,0.86,15,Sunday,2025-03-09,1,0,0,93.6
2025-03-09 16:00:00,us-east-1,22.3,0.379,867.0,1.59,16,Sunday,2025-03-09,1,0,0,91.8
2025-03-09 17:00:00,us-east-1,32.66,0.026,1000.0,5.52,17,Sunday,2025-03-09,1,0,0,91.1
2025-03-09 18:00:00,us-east-1,22.47,0.629,1000.0,3.08,18,Sunday,2025-03-09,1,0,0,90.2
2025-03-09 19:00:00,us-east-1,21.07,0.205,1000.0,0.16,19,Sunday,2025-03-09,0,0,0,93.2
2025-03-09 20:00:00,us-east-1,20.58,0.197,782.3,0.4,20,Sunday,2025-03-09,0,0,0,93.3
2025-03-09 21:00:00,us-east-1,19.76,0.269,872.1,0.1,21,Sunday,2025-03-09,0,0,0,93.1
2025-03-09 22:00:00,us-east-1,17.15,0.522,1000.0,2.49,22,Sunday,2025-03-09,0,0,0,92.3
2025-03-09 23:00:00,us-east-1,20.05,0.128,1000.0,1.48,23,Sunday,2025-03-09,0,0,0,93.9
2025-03-10 00:00:00,us-east-1,15.91,0.34,1000.0,0.36,0,Monday,2025-03-10,0,0,0,93.7
2025-03-10 01:00:00,us-east-1,17.36,0.25,995.0,7.92,1,Monday,2025-03-10,0,0,0,93.9
2025-03-10 02:00:00,us-east-1,16.69,0.093,972.9,1.89,2,Monday,2025-03-10,0,0,0,95.0
2025-03-10 03:00:00,us-east-1,18.22,0.633,921.1,0.69,3,Monday,2025-03-10,0,0,0,91.3
2025-03-10 04:00:00,us-east-1,24.25,0.479,943.4,1.74,4,Monday,2025-03-10,0,0,0,90.7
2025-03-10 05:00:00,us-east-1,12.96,0.322,783.9,2.85,5,Monday,2025-03-10,0,0,0,94.6
2025-03-10 06:00:00,us-east-1,19.85,0.57,751.8,0.2,6,Monday,2025-03-10,0,0,0,91.3
2025-03-10 07:00:00,us-east-1,13.65,0.606,849.6,0.8,7,Monday,2025-03-10,0,0,0,92.7
2025-03-10 08:00:00,us-east-1,19.23,0.407,1000.0,4.11,8,Monday,2025-03-10,1,0,0,92.4
2025-03-10 09:00:00,us-east-1,24.08,0.599,1000.0,1.54,9,Monday,2025-03-10,1,0,0,90.0
2025-03-10 10:00:00,us-east-1,20.9,0.395,1000.0,1.98,10,Monday,2025-03-10,1,0,0,92.1
2025-03-10 11:00:00,us-east-1,17.35,0.376,1000.0,1.42,11,Monday,2025-03-10,1,0,0,93.1
2025-03-10 12:00:00,us-east-1,18.48,0.318,1000.0,0.11,12,Monday,2025-03-10,1,0,0,93.2
2025-03-10 13:00:00,us-east-1,22.81,0.461,1000.0,0.45,13,Monday,2025-03-10,1,0,0,91.2
2025-03-10 14:00:00,us-east-1,18.43,0.057,926.9,1.47,14,Monday,2025-03-10,1,0,0,94.7
2025-03-10 15:00:00,us-east-1,21.37,3.315,1000.0,0.59,15,Monday,2025-03-10,1,0,1,74.4
2025-03-10 16:00:00,us-east-1,20.84,0.678,993.2,0.13,16,Monday,2025-03-10,1,0,0,90.4
