timestamp,region,latency_ms,packet_loss_pct,bandwidth_mbps,jitter_ms
2025-03-05 12:00:00,us-east-1,21.5,0.026,1000.0,4.32
2025-03-05 13:00:00,us-east-1,20.47,0.393,987.5,4.75
2025-03-05 14:00:00,us-east-1,14.74,0.137,1000.0,0.6
2025-03-05 15:00:00,us-east-1,20.62,0.426,999.3,2.68
2025-03-05 16:00:00,us-east-1,20.89,0.022,1000.0,1.6
2025-03-05 17:00:00,us-east-1,28.35,0.69,1000.0,5.3
2025-03-05 18:00:00,us-east-1,20.1,0.256,1000.0,0.61
2025-03-05 19:00:00,us-east-1,18.81,0.469,872.2,2.83
2025-03-05 20:00:00,us-east-1,84.11,0.115,688.3,2.34
2025-03-05 21:00:00,us-east-1,14.84,0.295,733.4,0.87
2025-03-05 22:00:00,us-east-1,21.09,0.651,994.0,0.37
2025-03-05 23:00:00,us-east-1,20.03,0.287,771.2,2.64
2025-03-06 00:00:00,us-east-1,20.14,0.08,724.4,3.35
2025-03-06 01:00:00,us-east-1,15.54,0.007,914.4,0.95
2025-03-06 02:00:00,us-east-1,21.79,0.612,992.3,2.59
2025-03-06 03:00:00,us-east-1,14.22,0.006,936.3,1.26
2025-03-06 04:00:00,us-east-1,19.58,0.623,969.5,3.12
2025-03-06 05:00:00,us-east-1,23.91,0.226,759.2,0.56
2025-03-06 06:00:00,us-east-1,15.33,0.839,679.4,5.52
2025-03-06 07:00:00,us-east-1,16.47,0.481,1000.0,0.85
2025-03-06 08:00:00,us-east-1,21.01,2.04,1000.0,1.15
2025-03-06 09:00:00,us-east-1,19.14,0.143,1000.0,0.15
2025-03-06 10:00:00,us-east-1,15.89,0.481,1000.0,0.3
2025-03-06 11:00:00,us-east-1,20.91,0.17,1000.0,1.81
2025-03-06 12:00:00,us-east-1,17.4,0.216,1000.0,0.78
2025-03-06 13:00:00,us-east-1,22.17,0.326,1000.0,4.51
2025-03-06 14:00:00,us-east-1,17.85,0.683,1000.0,0.1
2025-03-06 15:00:00,us-east-1,25.51,1.366,1000.0,1.19
2025-03-06 16:00:00,us-east-1,18.27,0.483,1000.0,1.03
2025-03-06 17:00:00,us-east-1,19.7,0.178,1000.0,0.1
2025-03-06 18:00:00,us-east-1,23.23,0.181,1000.0,0.33
2025-03-06 19:00:00,us-east-1,14.68,0.401,910.9,1.33
2025-03-06 20:00:00,us-east-1,18.61,0.082,914.6,1.7
2025-03-06 21:00:00,us-east-1,21.53,0.035,978.7,1.3
2025-03-06 22:00:00,us-east-1,13.66,0.131,806.2,1.89
2025-03-06 23:00:00,us-east-1,18.5,0.102,749.3,2.26
2025-03-07 00:00:00,us-east-1,18.7,0.105,724.6,0.1
2025-03-07 01:00:00,us-east-1,20.11,0.08,614.0,1.56
2025-03-07 02:00:00,us-east-1,14.66,0.013,1000.0,8.28
2025-03-07 03:00:00,us-east-1,14.43,0.005,717.6,1.83
2025-03-07 04:00:00,us-east-1,19.41,1.32,823.4,2.83
2025-03-07 05:00:00,us-east-1,18.8,0.167,816.8,0.93
2025-03-07 06:00:00,us-east-1,18.68,0.146,886.9,3.72
2025-03-07 07:00:00,us-east-1,18.94,0.341,947.9,3.71
2025-03-07 08:00:00,us-east-1,73.15,0.081,1000.0,1.84
2025-03-07 09:00:00,us-east-1,21.42,0.988,1000.0,9.33
2025-03-07 10:00:00,us-east-1,21.61,0.509,1000.0,0.34
2025-03-07 11:00:00,us-east-1,18.48,0.031,1000.0,0.1
2025-03-07 12:00:00,us-east-1,26.49,0.178,1000.0,3.68
2025-03-07 13:00:00,us-east-1,22.17,0.697,1000.0,4.11
2025-03-07 14:00:00,us-east-1,17.0,0.956,1000.0,0.32
2025-03-07 15:00:00,us-east-1,22.74,0.208,1000.0,0.77
2025-03-07 16:00:00,us-east-1,17.67,0.314,1000.0,0.1
2025-03-07 17:00:00,us-east-1,23.14,0.06,1000.0,0.87
2025-03-07 18:00:00,us-east-1,99.01,1.561,1000.0,3.71
2025-03-07 19:00:00,us-east-1,15.78,0.079,694.4,1.82
2025-03-07 20:00:00,us-east-1,20.6,0.858,898.0,1.07
2025-03-07 21:00:00,us-east-1,19.11,0.315,771.8,1.16
2025-03-07 22:00:00,us-east-1,20.22,0.281,786.6,0.1
2025-03-07 23:00:00,us-east-1,23.12,0.216,920.4,0.89
2025-03-08 00:00:00,us-east-1,91.64,0.079,998.6,2.6
2025-03-08 01:00:00,us-east-1,15.96,0.058,852.6,9.14
2025-03-08 02:00:00,us-east-1,15.6,0.075,887.1,4.69
2025-03-08 03:00:00,us-east-1,15.8,0.062,1000.0,0.1
2025-03-08 04:00:00,us-east-1,61.7,0.454,878.9,5.72
2025-03-08 05:00:00,us-east-1,18.92,0.129,1000.0,3.82
2025-03-08 06:00:00,us-east-1,18.75,0.018,917.9,3.79
2025-03-08 07:00:00,us-east-1,20.23,1.043,638.7,1.53
2025-03-08 08:00:00,us-east-1,20.74,0.71,1000.0,1.27
2025-03-08 09:00:00,us-east-1,25.21,0.867,1000.0,0.9
2025-03-08 10:00:00,us-east-1,19.88,1.742,1000.0,0.17
2025-03-08 11:00:00,us-east-1,29.15,0.063,1000.0,0.65
2025-03-08 12:00:00,us-east-1,22.64,0.167,1000.0,0.71
2025-03-08 13:00:00,us-east-1,18.04,0.469,914.0,1.65
2025-03-08 14:00:00,us-east-1,17.37,0.393,1000.0,3.44
2025-03-08 15:00:00,us-east-1,22.2,0.055,972.3,1.61
2025-03-08 16:00:00,us-east-1,20.01,0.558,1000.0,0.15
2025-03-08 17:00:00,us-east-1,22.92,0.084,1000.0,7.91
2025-03-08 18:00:00,us-east-1,22.17,0.084,1000.0,7.15
2025-03-08 19:00:00,us-east-1,17.8,0.231,897.4,3.84
2025-03-08 20:00:00,us-east-1,15.71,0.27,706.5,11.87
2025-03-08 21:00:00,us-east-1,13.91,0.26,903.4,1.97
2025-03-08 22:00:00,us-east-1,16.79,0.029,993.6,8.23
2025-03-08 23:00:00,us-east-1,20.31,0.63,776.8,0.2
2025-03-09 00:00:00,us-east-1,18.58,0.093,833.9,1.14
2025-03-09 01:00:00,us-east-1,14.64,0.042,851.8,0.64
2025-03-09 02:00:00,us-east-1,18.47,0.659,755.8,0.54
2025-03-09 03:00:00,us-east-1,19.04,0.935,927.8,0.38
2025-03-09 04:00:00,us-east-1,15.61,0.594,835.5,2.43
2025-03-09 05:00:00,us-east-1,18.42,0.497,900.3,3.8
2025-03-09 06:00:00,us-east-1,18.16,0.319,743.5,2.16
2025-03-09 07:00:00,us-east-1,14.91,0.24,797.5,0.4
2025-03-09 08:00:00,us-east-1,21.81,0.03,1000.0,4.17
2025-03-09 09:00:00,us-east-1,22.44,0.173,1000.0,2.53
2025-03-09 10:00:00,us-east-1,24.06,0.154,1000.0,1.23
2025-03-09 11:00:00,us-east-1,23.97,0.099,1000.0,2.8
2025-03-09 12:00:00,us-east-1,16.42,0.424,1000.0,0.75
2025-03-09 13:00:00,us-east-1,17.79,0.226,1000.0,1.06
2025-03-09 14:00:00,us-east-1,22.3,0.028,883.7,6.24
2025-03-09 15:00:00,us-east-1,22.3,0.082,830.3,0.86
2025-03-09 16:00:00,us-east-1,22.3,0.379,867.0,1.59
2025-03-09 17:00:00,us-east-1,32.66,0.026,1000.0,5.52
2025-03-09 18:00:00,us-east-1,22.47,0.629,1000.0,3.08
2025-03-09 19:00:00,us-east-1,21.07,0.205,1000.0,0.16
2025-03-09 20:00:00,us-east-1,20.58,0.197,782.3,0.4
2025-03-09 21:00:00,us-east-1,19.76,0.269,872.1,0.1
2025-03-09 22:00:00,us-east-1,17.15,0.522,1000.0,2.49
2025-03-09 23:00:00,us-east-1,20.05,0.128,1000.0,1.48
2025-03-10 00:00:00,us-east-1,15.91,0.34,1000.0,0.36
2025-03-10 01:00:00,us-east-1,17.36,0.25,995.0,7.92
2025-03-10 02:00:00,us-east-1,16.69,0.093,972.9,1.89
2025-03-10 03:00:00,us-east-1,18.22,0.633,921.1,0.69
2025-03-10 04:00:00,us-east-1,24.25,0.479,943.4,1.74
2025-03-10 05:00:00,us-east-1,12.96,0.322,783.9,2.85
2025-03-10 06:00:00,us-east-1,19.85,0.57,751.8,0.2
2025-03-10 07:00:00,us-east-1,13.65,0.606,849.6,0.8
2025-03-10 08:00:00,us-east-1,19.23,0.407,1000.0,4.11
2025-03-10 09:00:00,us-east-1,24.08,0.599,1000.0,1.54
2025-03-10 10:00:00,us-east-1,20.9,0.395,1000.0,1.98
2025-03-10 11:00:00,us-east-1,17.35,0.376,1000.0,1.42
2025-03-10 12:00:00,us-east-1,18.48,0.318,1000.0,0.11
2025-03-10 13:00:00,us-east-1,22.81,0.461,1000.0,0.45
2025-03-10 14:00:00,us-east-1,18.43,0.057,926.9,1.47
2025-03-10 15:00:00,us-east-1,21.37,3.315,1000.0,0.59
2025-03-10 16:00:00,us-east-1,20.84,0.678,993.2,0.13
2025-03-10 17:00:00,us-east-1,18.68,0.01,813.8,4.64
2025-03-10 18:00:00,us-east-1,27.36,0.577,1000.0,9.93
2025-03-10 19:00:00,us-east-1,19.71,0.041,835.4,3.94
2025-03-10 20:00:00,us-east-1,12.53,0.122,1000.0,4.81
2025-03-10 21:00:00,us-east-1,18.5,0.408,925.7,0.69
2025-03-10 22:00:00,us-east-1,16.21,0.053,727.1,8.09
2025-03-10 23:00:00,us-east-1,20.3,0.511,1000.0,0.55
2025-03-11 00:00:00,us-east-1,15.86,0.535,996.5,7.56
2025-03-11 01:00:00,us-east-1,17.69,0.212,919.9,13.16
2025-03-11 02:00:00,us-east-1,19.36,0.002,822.8,3.11
2025-03-11 03:00:00,us-east-1,20.34,0.101,734.9,9.93
2025-03-11 04:00:00,us-east-1,14.76,0.288,805.3,2.11
2025-03-11 05:00:00,us-east-1,17.1,1.192,980.6,0.75
2025-03-11 06:00:00,us-east-1,16.72,0.3,1000.0,1.44
2025-03-11 07:00:00,us-east-1,55.51,0.09,1000.0,2.25
2025-03-11 08:00:00,us-east-1,26.18,0.332,1000.0,0.19
2025-03-11 09:00:00,us-east-1,21.96,0.256,930.3,2.43
2025-03-11 10:00:00,us-east-1,16.78,0.499,1000.0,9.93
2025-03-11 11:00:00,us-east-1,23.55,0.037,829.1,0.53
2025-03-11 12:00:00,us-east-1,27.29,0.472,1000.0,3.93
2025-03-11 13:00:00,us-east-1,23.91,0.257,1000.0,5.96
2025-03-11 14:00:00,us-east-1,15.98,1.088,1000.0,7.19
2025-03-11 15:00:00,us-east-1,19.2,0.138,856.2,8.06
2025-03-11 16:00:00,us-east-1,24.63,0.33,1000.0,1.84
2025-03-11 17:00:00,us-east-1,18.5,0.887,1000.0,9.46
2025-03-11 18:00:00,us-east-1,22.08,0.036,922.5,3.54
2025-03-11 19:00:00,us-east-1,20.09,0.83,505.3,0.44
2025-03-11 20:00:00,us-east-1,15.5,0.349,846.7,1.62
2025-03-11 21:00:00,us-east-1,17.84,0.021,1000.0,3.17
2025-03-11 22:00:00,us-east-1,9.25,0.107,1000.0,0.71
2025-03-11 23:00:00,us-east-1,15.23,0.369,795.1,2.56
2025-03-12 00:00:00,us-east-1,17.32,0.021,777.7,2.75
2025-03-12 01:00:00,us-east-1,14.63,0.262,906.3,0.44
2025-03-12 02:00:00,us-east-1,22.41,0.127,730.2,2.08
2025-03-12 03:00:00,us-east-1,14.14,0.291,886.2,3.69
2025-03-12 04:00:00,us-east-1,16.81,0.014,941.9,1.73
2025-03-12 05:00:00,us-east-1,18.35,0.616,997.2,0.1
2025-03-12 06:00:00,us-east-1,21.89,1.089,838.0,0.1
2025-03-12 07:00:00,us-east-1,14.12,1.041,825.6,1.1
2025-03-12 08:00:00,us-east-1,24.31,0.457,968.0,6.52
2025-03-12 09:00:00,us-east-1,20.73,0.046,976.0,0.65
2025-03-12 10:00:00,us-east-1,82.47,0.469,1000.0,2.52
2025-03-12 11:00:00,us-east-1,22.13,0.008,1000.0,0.63
2025-03-12 12:00:00,us-east-1,21.32,0.007,1000.0,0.97
2025-03-12 13:00:00,us-east-1,18.84,0.129,979.7,4.71
2025-03-12 14:00:00,us-east-1,20.92,0.221,1000.0,3.26
2025-03-12 15:00:00,us-east-1,19.5,0.486,1000.0,0.25
2025-03-12 16:00:00,us-east-1,21.05,0.379,1000.0,1.4
2025-03-12 17:00:00,us-east-1,22.76,0.195,988.4,0.1
2025-03-12 18:00:00,us-east-1,25.62,0.105,726.8,1.64
2025-03-12 19:00:00,us-east-1,14.66,1.755,956.1,2.71
2025-03-12 20:00:00,us-east-1,23.76,0.167,938.4,0.32
2025-03-12 21:00:00,us-east-1,12.73,0.18,816.2,0.85
2025-03-12 22:00:00,us-east-1,17.59,0.054,858.0,1.27
2025-03-12 23:00:00,us-east-1,19.59,0.475,911.9,6.3
2025-03-13 00:00:00,us-east-1,18.76,0.355,662.5,12.5
2025-03-13 01:00:00,us-east-1,16.32,0.075,786.5,0.11
2025-03-13 02:00:00,us-east-1,17.44,0.026,945.3,3.58
2025-03-13 03:00:00,us-east-1,16.67,0.342,699.5,1.16
2025-03-13 04:00:00,us-east-1,16.41,0.319,885.2,1.25
2025-03-13 05:00:00,us-east-1,20.29,0.096,687.2,3.51
2025-03-13 06:00:00,us-east-1,18.96,0.904,906.0,6.27
2025-03-13 07:00:00,us-east-1,16.13,0.049,845.7,7.54
2025-03-13 08:00:00,us-east-1,23.49,0.187,853.0,2.15
2025-03-13 09:00:00,us-east-1,21.65,0.949,1000.0,1.1
2025-03-13 10:00:00,us-east-1,23.22,0.18,990.4,3.87
2025-03-13 11:00:00,us-east-1,22.65,0.336,978.6,0.72
2025-03-13 12:00:00,us-east-1,18.13,0.167,1000.0,2.08
2025-03-13 13:00:00,us-east-1,18.96,0.106,1000.0,1.11
2025-03-13 14:00:00,us-east-1,23.02,1.364,946.5,2.67
2025-03-13 15:00:00,us-east-1,22.6,0.174,1000.0,0.69
2025-03-13 16:00:00,us-east-1,20.64,0.741,1000.0,0.53
2025-03-13 17:00:00,us-east-1,21.06,0.086,1000.0,6.26
2025-03-13 18:00:00,us-east-1,24.67,0.079,1000.0,0.27
2025-03-13 19:00:00,us-east-1,16.4,0.009,806.0,1.76
2025-03-13 20:00:00,us-east-1,19.48,0.316,750.7,0.62
2025-03-13 21:00:00,us-east-1,17.45,0.138,860.3,0.1
2025-03-13 22:00:00,us-east-1,17.41,0.599,721.3,0.1
2025-03-13 23:00:00,us-east-1,20.97,0.192,499.4,0.48
2025-03-14 00:00:00,us-east-1,20.23,1.034,902.4,5.04
2025-03-14 01:00:00,us-east-1,20.2,0.062,958.5,0.83
2025-03-14 02:00:00,us-east-1,21.52,1.957,566.4,7.51
2025-03-14 03:00:00,us-east-1,18.06,0.45,728.8,2.18
2025-03-14 04:00:00,us-east-1,19.84,0.442,924.3,1.43
2025-03-14 05:00:00,us-east-1,17.16,0.559,1000.0,2.17
2025-03-14 06:00:00,us-east-1,18.88,0.429,852.5,1.82
2025-03-14 07:00:00,us-east-1,17.65,0.295,762.6,3.56
2025-03-14 08:00:00,us-east-1,21.0,0.046,1000.0,0.83
2025-03-14 09:00:00,us-east-1,22.55,0.011,1000.0,1.09
2025-03-14 10:00:00,us-east-1,18.16,0.837,1000.0,5.61
2025-03-14 11:00:00,us-east-1,27.2,0.316,980.3,7.32
2025-03-14 12:00:00,us-east-1,17.58,0.525,1000.0,5.58
2025-03-14 13:00:00,us-east-1,16.93,0.217,956.3,1.36
2025-03-14 14:00:00,us-east-1,24.3,0.041,1000.0,3.79
2025-03-14 15:00:00,us-east-1,23.16,0.044,1000.0,1.62
2025-03-14 16:00:00,us-east-1,22.64,0.382,1000.0,1.72
2025-03-14 17:00:00,us-east-1,22.65,0.592,1000.0,0.57
2025-03-14 18:00:00,us-east-1,20.66,0.074,1000.0,2.24
2025-03-14 19:00:00,us-east-1,15.58,0.203,662.4,0.51
2025-03-14 20:00:00,us-east-1,18.2,0.02,956.0,1.01
2025-03-14 21:00:00,us-east-1,16.17,0.262,840.7,4.83
2025-03-14 22:00:00,us-east-1,20.63,0.094,828.3,0.58
2025-03-14 23:00:00,us-east-1,17.6,0.479,1000.0,0.18
2025-03-15 00:00:00,us-east-1,15.77,0.111,885.9,0.18
2025-03-15 01:00:00,us-east-1,17.13,0.182,759.8,7.07
2025-03-15 02:00:00,us-east-1,19.11,0.004,798.8,1.77
2025-03-15 03:00:00,us-east-1,16.48,0.023,987.8,1.32
2025-03-15 04:00:00,us-east-1,15.78,0.15,863.6,4.16
2025-03-15 05:00:00,us-east-1,18.66,0.196,677.4,4.52
2025-03-15 06:00:00,us-east-1,18.66,0.275,960.3,1.01
2025-03-15 07:00:00,us-east-1,16.63,0.103,769.8,2.96
2025-03-15 08:00:00,us-east-1,19.24,0.392,1000.0,3.69
2025-03-15 09:00:00,us-east-1,21.42,0.649,1000.0,2.66
2025-03-15 10:00:00,us-east-1,16.2,0.499,1000.0,0.41
2025-03-15 11:00:00,us-east-1,16.33,0.013,1000.0,5.22
2025-03-15 12:00:00,us-east-1,18.47,0.216,1000.0,1.94
2025-03-15 13:00:00,us-east-1,20.04,0.037,1000.0,0.83
2025-03-15 14:00:00,us-east-1,21.67,0.091,1000.0,1.38
2025-03-15 15:00:00,us-east-1,25.28,1.425,973.0,0.1
2025-03-15 16:00:00,us-east-1,23.36,0.051,1000.0,0.34
2025-03-15 17:00:00,us-east-1,20.2,0.228,1000.0,3.63
2025-03-15 18:00:00,us-east-1,20.64,0.318,1000.0,0.1
2025-03-15 19:00:00,us-east-1,15.29,0.364,801.6,1.35
2025-03-15 20:00:00,us-east-1,17.95,0.246,735.4,1.85
2025-03-15 21:00:00,us-east-1,17.22,0.003,900.8,0.14
2025-03-15 22:00:00,us-east-1,68.18,0.119,1000.0,9.04
2025-03-15 23:00:00,us-east-1,15.77,0.219,721.9,0.64
2025-03-16 00:00:00,us-east-1,111.34,0.028,852.9,0.91
2025-03-16 01:00:00,us-east-1,22.14,0.13,1000.0,0.91
2025-03-16 02:00:00,us-east-1,17.71,0.01,840.4,0.65
2025-03-16 03:00:00,us-east-1,19.08,0.025,904.3,0.1
2025-03-16 04:00:00,us-east-1,19.86,0.152,722.5,3.27
2025-03-16 05:00:00,us-east-1,16.92,0.043,901.4,8.52
2025-03-16 06:00:00,us-east-1,58.71,0.251,827.5,0.63
2025-03-16 07:00:00,us-east-1,18.03,0.351,968.3,2.72
2025-03-16 08:00:00,us-east-1,21.0,0.532,1000.0,3.39
2025-03-16 09:00:00,us-east-1,18.3,0.074,1000.0,4.72
2025-03-16 10:00:00,us-east-1,20.78,0.06,1000.0,1.37
2025-03-16 11:00:00,us-east-1,22.25,0.036,1000.0,0.9
2025-03-16 12:00:00,us-east-1,25.21,0.334,1000.0,0.98
2025-03-16 13:00:00,us-east-1,23.68,0.405,1000.0,3.12
2025-03-16 14:00:00,us-east-1,27.39,0.011,1000.0,4.24
2025-03-16 15:00:00,us-east-1,18.32,0.908,1000.0,0.5
2025-03-16 16:00:00,us-east-1,23.41,0.061,1000.0,1.16
2025-03-16 17:00:00,us-east-1,21.27,0.257,1000.0,5.81
2025-03-16 18:00:00,us-east-1,27.5,0.407,948.0,4.11
2025-03-16 19:00:00,us-east-1,15.82,0.614,986.8,10.48
2025-03-16 20:00:00,us-east-1,15.73,0.376,1000.0,3.51
2025-03-16 21:00:00,us-east-1,16.38,0.485,835.8,1.25
2025-03-16 22:00:00,us-east-1,12.27,0.124,595.4,2.23
2025-03-16 23:00:00,us-east-1,16.58,0.506,777.1,2.7
2025-03-17 00:00:00,us-east-1,15.95,0.025,1000.0,0.2
2025-03-17 01:00:00,us-east-1,18.41,0.676,847.3,1.97
2025-03-17 02:00:00,us-east-1,18.92,0.238,730.1,3.09
2025-03-17 03:00:00,us-east-1,23.07,0.51,789.4,0.46
2025-03-17 04:00:00,us-east-1,20.57,0.181,950.9,3.79
2025-03-17 05:00:00,us-east-1,16.44,0.309,915.6,2.19
2025-03-17 06:00:00,us-east-1,15.57,0.739,821.3,7.6
2025-03-17 07:00:00,us-east-1,19.33,0.395,806.0,0.11
2025-03-17 08:00:00,us-east-1,16.6,0.028,1000.0,0.77
